Topic,DetailedWords
1,"녹조, 제거, 대응, 발생, 환경부"
2,"철도, 사업, 부지, 프라모델, 가족"
3,"교회, 세대, 지원, 위해, 지역"
4,"축제, 지역, 혐의, 센터, 한국"
5,"작가, 작품, 아트, 사용자, 카카오"
6,"지역, 생각, 기자, 회사, 사람"
7,"검사, 클라우드, 대통령, 한국, 법무부"
8,"튀니지, 금융, 출자, 공급, 서민"
9,"노동, 보호, 약자, 지원, 대표"
10,"자극, 전기, 설명, 폭염, 식욕"
11,"트램, 드레스덴, 독일, 양자컴퓨터, 한성은"
12,"차량, 테슬라, 관리, 보안, 자율"
13,"연합뉴스, 카톡, 제보, 문의, 라인"
14,"전진, 회장, 선수, 양궁, 올림픽"
15,"시나, 방송, 의료, 수술, 광고"
16,"귀뚜라미, 기술, 공과대학, 노포, 전국"
17,"배달, 라이더, 폭염, 서울, 고속도로"
18,"현장, 폭염, 질환, 안전, 점검"
19,"대통령, 부산, 여사, 대통령실, 안보"
20,"이스라엘, 검사, 사진, 통신, 러시아"
21,"교회, 드레스덴, 트램, 도시, 사업"
22,"부통령, 지사, 해리스, 후보, 트럼프"
23,"금투세, 제주, 공사, 대표, 비자림"
24,"휴대폰, 전어, 교육부, 사비, 어획량"
25,"대통령, 트럼프, 부통령, 해리스, 대해"
26,"한국, 기온, 권씨, 소나기, 결정"
27,"방송, 이사, 방통위, 청문회, 선임"
28,"실기, 기자, 서울, 시위, 환자"
29,"스님, 불교, 선명, 조계종, 클라우드"
30,"필리핀, 장관, 하이닉스, 시장, 협력"
31,"장애, 의원, 당뇨병, 대표, 사회"
32,"독립기념관, 임명, 광복회, 올림픽, 대표"
33,"양주, 대통령, 가짜, 손님, 경찰"
34,"통일, 북한, 대통령, 기념, 정부"
35,"할인, 계곡, 가족, 다자, 밀양"
36,"피해, 원인, 소방, 수온, 양식"
37,"거래, 투자자, 취소, 증권사, 블루"
38,"금리, 대출, 제공, 고객, 폐광"
39,"정책, 디지털, 국민, 가장, 규제"
40,"디즈니, 빌라, 북한, 가지, 대북"
41,"데이터, 기업, 제도, 마이, 스타트업"
42,"지원, 사업, 지역, 산업, 부산"
43,"내용, 사건, 수사, 혐의, 노컷뉴스"
44,"서비스, 반려동물, 진료, 비대, 제공"
45,"농협, 뉴스, 사용, 브랜드, 등록"
46,"게임, 매출, 영업, 개발, 이익"
47,"빈대, 의대, 병원, 흉기, 방제"
48,"환경, 업데이트, 치킨, 무관, 마이클"
49,"매출, 백화점, 롯데, 신세계, 리뉴얼"
50,"영국, 오염수, 방류, 현장, 일본"
51,"중국, 미국, 후보, 플루, 제품"
52,"라우, 데이터, 게임, 반포, 기업"
53,"사용, 휴대전화, 정책, 병사, 네이버"
54,"의료, 모집, 전공, 병원, 정부"
55,"대표, 제안, 정책, 협의, 대통령"
56,"미국, 수출, 흑자, 경기, 증가"
57,"대통령, 장병, 해군, 진해, 휴가"
58,"전기차, 배터리, 화재, 차량, 충전"
59,"슈가, 필리핀, 전동, 훈련, 스쿠터"
60,"개선, 재활, 제도, 카카오, 투자"
61,"계약, 한화, 사업, 방심위, 관련"
62,"사이버, 국가, 안보, 협력, 판교"
63,"관리, 지난, 통합, 경영, 결정"
64,"노인, 섭취, 에너지, 선거, 지역"
65,"개발, 데이터, 신약, 한미, 활용"
66,"검색, 이미지, 결과, 옥수수, 네이버"
67,"태국, 델타항공, 대만, 독립, 우드"
68,"질환, 폭염, 치매, 발생, 환자"
69,"시대, 프로젝트, 대표, 기업, 남궁훈"
70,"중국, 미국, 톡신, 시장, 보툴리눔"
71,"대출, 은행, 금융, 티몬, 지원"
72,"전역, 명예, 사단, 수사, 관련"
73,"엔비디아, 교사, 기술, 학생, 투자"
74,"올림픽, 박태준, 파리, 대회, 남자"
75,"서울, 더위, 폭염, 내일, 오늘"
76,"기밀, 정보사, 사령관, 정보, 군사"
77,"부산, 대한항공, 수요, 노선, 중국"
78,"면역, 환자, 항암제, 치료, 효과"
79,"선정, 사업, 지원, 카카오, 상권"
80,"아이폰, 아모레퍼시픽, 오늘, 모델, 프로"
81,"기술, 로봇, 자율, 주행, 기반"
82,"이스라엘, 하마스, 신와르, 이란, 지도자"
83,"오전, 별세, 발인, 병원, 장례식"
84,"사업, 소비자, 서비스, 결제, 유지"
85,"간병, 순례, 사업, 한국, 병원"
86,"피해, 복구, 기술, 시설, 건설"
87,"분양, 청약, 아파트, 가구, 주택"
88,"시장, 금리, 상승, 인상, 미국"
89,"선수, 협회, 안세영, 배드민턴, 올림픽"
90,"진로, 기술이전, 기계, 기술, 해외"
91,"민주당, 여야, 국민, 대표, 법안"
92,"기술, 보안, 캐스퍼, 개발, 지원"
93,"메일, 피싱, 링크, 공격, 기업"
94,"외국인, 비자, 해파리, 송기원, 지역"
95,"국가, 유산, 여권, 유공, 보상금"
96,"쿠팡, 서비스, 고객, 사업, 과징금"
97,"사고, 일본, 사도, 광산, 박물관"
98,"해직, 노조, 전공노, 공무원, 지원"
99,"피해, 카드, 티메프, 환불, 대금"
100,"매출, 사업, 증가, 유플러스, 서비스"
